Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units,Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Binned total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall (lower value),Precipication/ rainfall (higher value),Rainfall average per year (if reported),Reported units,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,Precipication/ rainfall (prior to expanded column)
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Poaceae,Sporobolus,NA,Sporobolus sp.,0.09,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.020,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Poaceae,Themeda,cymbaria,Themeda cymbaria ,2.86,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.021,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Poaceae,Themeda,triandra,Themeda triandra ,3.93,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.022,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Cyperaceae,NA,NA,Cyperaceae family,0.68,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.023,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Asteraceae,Helichrysum,NA,Helichrysum sp. ,1.91,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.024,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Fabaceae,Indigofera,NA,Indigofera sp. ,0.39,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.025,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Lamiaceae,Leucas,aspera,Leucas aspera ,0.06,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.026,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Malvaceae,Sida,acuta,Sida acuta ,2.16,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.027,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Menispermaceae,Tinospora,NA,Tinospora sp.,5.09,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.028,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Malvaceae,Grewia,hirsuta,Grewia hirsuta (leaves and fruits) ,5.56,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.029,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Rubiaceae,Randia,dumetorum,Randia dumetorum,0.21,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.030,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Moraginaceae,Cordia,wallichii,Cordia wallichii,4.57,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.031,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Rhamnaceae,Ziziphus,xylopyrus,Ziziphus xylopyrus ,1.4,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.032,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,Phyllanthaceae,Phylanthus,emblica,Phylanthus emblica (fruits),2,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.033,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,dry,dry,1999,1999,NA,NA,NA,Unidentified plant remains,48.07,NA,proportion,% composition ,percent composition in diet,% composition,24,NA,complete,histological study of the pellet samples,fecal microhistology,pellet analysis ,6,spatial,January-February 1999 pellet collection,"During January–February 1999, a total of 59 pellet samples were collected from six lavatory sites (five samples per site per month)",10,number of pellets collected per sample site per month,59,number of pellets collected total over all study periods during both months,individual fecal pellets,NA,11◦32′,11◦45′N,76◦20′,76◦45′E,reported,Mudumalai Wildlife Sanctuary,India ,Asia,tropical dry deciduous and thorn forests ,temperate forest,,,,,no,NA,high,authors/reported data very clear,Baskaran et al. 2011,https://link.springer.com/article/10.1016/j.mambio.2011.06.034,NA,,,,,,"600-1000mm in the eastern regions, 1000-2000mm in the western regions"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,fall,fall,2002,2002,NA,Emblica,officinalis,Aonla (Emblica officinalis) ,3,5,proportion,% time spent eating,percent time foraging/observing,% time spent ,6,10,complete,direct observation ,direct observation,cafeteria experiments,5,experimental,Cafeteria experiment,Five sessions of the cafeteria experiment were conducted in the enclosure in the last week of October 2002. These sessions were of 2 hours duration,1,number of Four-horned Antelope,1,number of Four-horned Antelope,individual animals,"A single male Four-horned Antelope, about 18 months old",23.2599° N,77.4126° E,NA,NA,inferred,"Van Vihar National Park cum Zoo in Bhopal, Madhya Pradesh",India,Asia,Tropical dry deciduous forest,temperate forest,,,,,no,NA,low,reported data is unclear/confusing,Sharma et al. 2009,https://www.researchgate.net/profile/Koustubh-Sharma/publication/264998522_Natural_history_observations_of_the_four-horned_antelope_Tetracerus_quadricornis/links/53fb4d5c0cf27c365cf09941/Natural-history-observations-of-the-four-horned-antelope-Tetracerus-quadricornis.pdf,"Study only included one animal, so there isn't much confidence in their results. Also only 10 species were presented for the animal to choose from, and the study took place in a zoo rather than a natural area. ",,,,,,NA
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,fall,fall,2002,2002,NA,Acacia,nilotica,Babool (Acacia nilotica) ,31,2,proportion,% time spent eating,percent time foraging/observing,% time spent ,6,10,complete,direct observation ,direct observation,cafeteria experiments,5,experimental,Cafeteria experiment,Five sessions of the cafeteria experiment were conducted in the enclosure in the last week of October 2002. These sessions were of 2 hours duration,1,number of Four-horned Antelope,1,number of Four-horned Antelope,individual animals,"A single male Four-horned Antelope, about 18 months old",23.2599° N,77.4126° E,NA,NA,inferred,"Van Vihar National Park cum Zoo in Bhopal, Madhya Pradesh",India,Asia,Tropical dry deciduous forest,temperate forest,,,,,no,NA,low,reported data is unclear/confusing,Sharma et al. 2009,https://www.researchgate.net/profile/Koustubh-Sharma/publication/264998522_Natural_history_observations_of_the_four-horned_antelope_Tetracerus_quadricornis/links/53fb4d5c0cf27c365cf09941/Natural-history-observations-of-the-four-horned-antelope-Tetracerus-quadricornis.pdf,"Study only included one animal, so there isn't much confidence in their results. Also only 10 species were presented for the animal to choose from, and the study took place in a zoo rather than a natural area. ",,,,,,NA
Kyra N,2021/05/28,Bovinae,Tetracerus quadricornis,Four-horned antelope or chousingha,fall,fall,2002,2002,NA,Dendrocalamus,strictus,Bamboo (Dendrocalamus strictus),2,6,proportion,% time spent eating,percent time foraging/observing,% time spent ,6,10,complete,direct observation ,direct observation,cafeteria experiments,5,experimental,Cafeteria experiment,Five sessions of the cafeteria experiment were conducted in the enclosure in the last week of October 2002. These sessions were of 2 hours duration,1,number of Four-horned Antelope,1,number of Four-horned Antelope,individual animals,"A single male Four-horned Antelope, about 18 months old",23.2599° N,77.4126° E,NA,NA,inferred,"Van Vihar National Park cum Zoo in Bhopal, Madhya Pradesh",India,Asia,Tropical dry deciduous forest,temperate forest,,,,,no,NA,low,reported data is unclear/confusing,Sharma et al. 2009,https://www.researchgate.net/profile/Koustubh-Sharma/publication/264998522_Natural_history_observations_of_the_four-horned_antelope_Tetracerus_quadricornis/links/53fb4d5c0cf27c365cf09941/Natural-history-observations-of-the-four-horned-antelope-Tetracerus-quadricornis.pdf,"Study only included one animal, so there isn't much confidence in their results. Also only 10 species were presented for the animal to choose from, and the study took place in a zoo rather than a natural area. ",,,,,,NA
