"","...1","Ungulate Latin Name","Avg species weight (kg)","Avg species shoulder height (cm)","Ruminant/non-ruminant","Researcher","Ungulate Family","Ungulate Common Name","Binned season","Year started","Year ended","Plant Reported Family","Plant Reported Name","% Contribution to Diet","Data type","Binned units","Binned method","Total sample size","Binned total sample size units","Latitude 1","Longitude 1","Latitude 2","Longitude 2","Reported Study Site Location","Country","Biome","Citation (abrv)","Latitude 1 Decimal","Longitude 1 Decimal","Latitude 2 Decimal","Longitude 2 Decimal","Latitude_Average","Longitude_Average","point_type"
"131",13446,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ericaceae","Rhododendron dauricum","19.26","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"132",13447,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fagaceae","Quercus mongolica","4.06","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"133",13448,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia amurensis","1.39","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"134",13449,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia mandshurica","2.14","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"135",13450,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer mono","5.45","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"136",13451,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer ginnala","3.53","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"137",13452,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hydrangeaceae","Deutzia glabatta","10.16","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"138",13453,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Araliaceae","Acanthopanax senticosus","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"139",13454,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Salicaceae","Populus usuriensis","2.57","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"140",13455,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Lespedeza bicolor","2.03","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"141",13456,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Maackia amurensis","3.64","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"142",13457,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Oleaceae","Fraxinus mandshurica","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"143",13458,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Adoxaceae","Viburnum sargentii","1.39","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"144",13459,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Rosaceaev","Spiraea salicifolia","1.17","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"145",13460,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Betulaceae","Betula costaat","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"146",13461,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Schisandraceae","Schisandra reticulate","2.14","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"147",13462,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Berberidaceae","Caulophyllum robustum","1.92","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"148",13463,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Asteraceae","Artemisia stolonifera","3.21","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"149",13464,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cyperaceae","Carex callitrichos","3.53","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"150",13465,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Osmundaceae","Osmunda cinnamonea","2.78","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"151",13466,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Woodsiaceae","Woodsia ilvensis","3.31","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"152",13467,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Athyriaceae","Athyrium multidentatum","2.03","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"153",13468,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cystopteridaceae","Gymnocarpium disjunctum","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"154",13469,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Dryopteridaceae","Dryopteris crassirhizoma","2.89","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"155",13470,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ericaceae","Rhododendron dauricum","47.76","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"156",13471,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fagaceae","Quercus mongolica","2.94","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"157",13472,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia amurensis","1.63","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"158",13473,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia mandshurica","1.31","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"159",13474,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer mono","6.86","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"160",13475,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer ginnala","2.29","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"161",13476,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hydrangeaceae","Deutzia glabatta","3.59","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"162",13477,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Araliaceae","Acanthopanax senticosus","3.26","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"163",13478,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Salicaceae","Populus usuriensis","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"164",13479,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Lespedeza bicolor","1.63","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"165",13480,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Maackia amurensis","1.31","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"166",13481,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Oleaceae","Fraxinus mandshurica","6.53","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"167",13482,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Rosaceaev","Spiraea salicifolia","6.53","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"168",13483,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Betulaceae","Betula costaat","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"169",13484,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Pinus koraiensis","1.63","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"170",13485,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Picea jezoensi","3.59","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"171",13486,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Berberidaceae","Caulophyllum robustum","1.63","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"172",13487,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Asteraceae","Artemisia stolonifera","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"173",13488,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cyperaceae","Carex callitrichos","8.82","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"174",13489,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Osmundaceae","Osmunda cinnamonea","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"175",13490,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cystopteridaceae","Gymnocarpium disjunctum","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"176",13491,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Dryopteridaceae","Dryopteris crassirhizoma","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"177",13492,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ulmaceae","Ulmus macrocarpa","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"178",13493,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ulmaceae","Ulmus japonica","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"179",13494,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Ericaceae","Rhododendron dauricum","39.57","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"180",13495,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fagaceae","Quercus mongolica","2.58","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"181",13496,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia amurensis","1.39","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"182",13497,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Malvaceae","Tilia mandshurica","1.18","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"183",13498,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer mono","6.02","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"184",13499,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Sapindaceae","Acer ginnala","2.01","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"185",13500,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Hydrangeaceae","Deutzia glabatta","4.63","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"186",13501,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Araliaceae","Acanthopanax senticosus","2.87","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"187",13502,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Salicaceae","Populus usuriensis","2.87","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"188",13503,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Lespedeza bicolor","2.13","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"189",13504,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Fabaceae","Maackia amurensis","1.15","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"190",13505,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Oleaceae","Fraxinus mandshurica","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"191",13506,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Adoxaceae","Viburnum sargentii","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"192",13507,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Rosaceaev","Spiraea salicifolia","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"193",13508,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Betulaceae","Betula costaat","4.01","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"194",13509,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Schisandraceae","Schisandra reticulate","1.88","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"195",13510,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Pinus koraiensis","1.43","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"196",13511,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Pinaceae","Picea jezoensi","3.15","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"197",13512,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Berberidaceae","Caulophyllum robustum","1.43","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"198",13513,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Asteraceae","Artemisia stolonifera","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"199",13514,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Cyperaceae","Carex callitrichos","7.74","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"200",13515,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Woodsiaceae","Woodsia ilvensis","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
"201",13516,"Moschus moschiferus","14.5","53.5","Ruminant","diego_f","Moschidae","Siberian Musk Deer","winter","2004","2005","Athyriaceae","Athyrium multidentatum","1","proportion","percent composition in diet","fecal microhistology","84","fecal samples (composite or unstated)","128°45' E","46°02' N","129°09' E","46°12' N","Xiaoxing'an Mountains","China","temperate forest","Jianping et al. 2007",128,46,129,46,NA,NA,NA
